OBJECTID,Name,Operator,Owner,Address,Is 24 Hours,Car Park Count,Has Carpark Cost,Max Time Limit,Has Tourist Attraction,Latitude,Longitude,Current Type,Date First Operational,Number Of Connectors,Connectors List,Has Charging Cost,GlobalID,x,y
175364,"RURALCO, ASHBURTON",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"97 Burnett Street, 7700 Ashburton",True,1,False,Unlimited,False,-43.90318226,171.7463065,AC,6/21/2022 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",True,6c83e757-b480-4ae3-b537-0cddc8e1d759,1499322.61226205,5138116.53658861
175365,"SUMMERSET RETIREMENT VILLAGE, AVONHEAD",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"120 Hawthornden Road, 8042 Christchurch",True,1,False,Unlimited,False,-43.5069070666823,172.547382482468,AC,4/13/2022 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",True,e08502ba-721b-4b07-9f76-0135331ae433,1563412.59205819,5182792.04255486
175366,POWERSHOP MASTERTON,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"427 Queen Street, 5801 Masterton",True,1,False,Unlimited,False,-40.9574405,175.6495904,AC,8/8/2022 12:00:00 AM,2,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2}",True,b522caed-2b4a-495d-a2b8-f6e98883f390,1822989.21288622,5462586.40376533
175367,ASHHURST ENGINEERING & CONSTRUCTION CO,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"85 York Street, 4810 Ashhurst",True,1,False,Unlimited,False,-40.2978996219883,175.749966372635,AC,4/1/2022 12:00:00 AM,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",True,32f53ec1-b097-4191-a61a-1712d56ec30b,1833727.89815022,5535548.77991021
175368,STOKES VALLEY COMMUNITY HUB,MERIDIAN ENERGY LIMITED,HUTT CITY COUNCIL,"186 Stokes Valley Road, 5019 Lower Hutt",True,1,False,120,False,-41.1734131817617,174.981513117625,Mixed,6/10/2022 12:00:00 AM,6,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2}",True,b348211a-8729-42b2-80ac-d0b76877a6f9,1766215.2228705,5440099.54069098
175369,REDRUTH ECOCENTRE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"57 Redruth Street, 7910 Timaru",False,1,False,Unlimited,False,-44.4181725358125,171.257789876751,AC,10/31/2022 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,95982261-ae0d-4c09-934b-b37814e569af,1461304.1729118,5080203.87306151
175370,FOSTER PARK,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"70 Broadlands Drive, 7675 Rolleston",True,1,False,Unlimited,False,-43.6071388166925,172.38555235265,AC,12/22/2022 12:00:00 AM,8,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:8}",True,6e82f71b-b6aa-48ec-bb7d-1db5e46df450,1550413.26816708,5171576.49102844
175371,"ROBERT HARRIS, WEST STREET",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"360 West Street, 7700 Ashburton",True,1,False,Unlimited,False,-43.8963823296881,171.758305282043,AC,9/29/2022 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,149ef0d0-f702-4f95-832d-53568b91940f,1500274.82505539,5138886.33642999
175372,"SUMMERSET RETIREMENT VILLAGE, ROTOTUNA",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"39 Kimbrae Drive, 3210 Hamilton",True,1,False,Unlimited,False,-37.7185872997106,175.266341769599,AC,1/11/2023 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,d8a1896a-91e7-4dc1-af86-0ae1479f3085,1799749.93364695,5822989.94776262
175373,"SUMMERSET RETIREMENT VILLAGE, PALMERSTON NORTH",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"182 Ruapehu Drive, 4410 Fitzherbert",True,1,False,Unlimited,False,-40.3864286273598,175.638238798445,AC,11/14/2022 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,5ae1f57e-b4c6-4b58-8d86-923085ae8344,1823937.53992156,5526009.67568254
175374,KARORI RECREATION CENTRE,MERIDIAN ENERGY LIMITED,WELLINGTON CITY COUNCIL,"251 Karori Road, Wellington 6012",True,1,False,120,False,-41.2852663252922,174.737418219521,DC,12/23/2022 12:00:00 AM,4,"{DC, 24 kW, Type 1 CCS, Status: Operative, Count:2},{DC, 24 kW, CHAdeMO, Status: Operative, Count:2}",True,0cba7ace-df4b-4be9-a42c-8d08534f8a7b,1745490.65099615,5428119.16935737
175375,"SUMMERSET RETIREMENT VILLAGE, STOKE",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"16 Sargeson Street, 7011 Stoke",False,1,False,Unlimited,False,-41.3185278786945,173.220433992004,AC,9/30/2022 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,00f6d6d3-fb37-43a3-9555-d54c6dc758a6,1618449.30511268,5425858.90915469
175376,"KMART, RIVER CROSSING",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"50 South Street, 7700 Ashburton",True,1,False,Unlimited,False,-43.9089175036849,171.742692322788,AC,10/19/2022 12:00:00 AM,6,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:6}",True,51a2816b-d084-463b-8d5e-481a1f7e9c4c,1499042.0704969,5137475.12920821
175377,SEAVIEW MARINA CAR PARK,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"100 Port Road, 5010 Seaview",True,1,False,Unlimited,False,-41.24779905,174.9032019,AC,12/20/2021 12:00:00 AM,8,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:8}",True,6ad4b49d-777e-4948-94dc-8fb2b0b7bcf9,1759465.11353528,5431987.76227011
175378,"SUMMERSET RETIREMENT VILLAGE, KATIKATI",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"181 Park Road, 3129 Katikati",True,1,False,Unlimited,False,-37.5391381405012,175.933850576545,AC,10/31/2022 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,bf6ea613-7dec-412e-a9f0-b03cf3c531c9,1859217.29365132,5841270.80684814
175379,FARMLANDS INVERCARGILL,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"16 Victoria Avenue, 9810 Invercargill",True,1,False,Unlimited,False,-46.4054934831679,168.342889430905,AC,3/28/2023 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,c87889ea-9176-4e74-bdce-b7a168c37a16,1242051.58793106,4850350.65062507
175380,MOERA LIBRARY & TOWN HALL,MERIDIAN ENERGY LIMITED,HUTT CITY COUNCIL,"107 Randwick Crescent, Moera 5010",True,1,False,120,False,-41.2246819139027,174.906075024159,DC,12/14/2022 12:00:00 AM,4,"{DC, 24 kW, Type 1 CCS, Status: Operative, Count:2},{DC, 24 kW, CHAdeMO, Status: Operative, Count:2}",True,eee5dd47-4e34-4705-80a2-b04cf9fa8708,1759762.159162,5434548.99961065
175381,"SUMMERSET RETIREMENT VILLAGE, FITZROY",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"206 Dixon Road, 3206 Fitzroy",True,1,False,Unlimited,False,-37.8193239135234,175.30329589785,AC,1/27/2023 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,60d2cb43-8ed0-4921-9126-ee057b95e43e,1802732.03355435,5811731.66065975
175382,"SUMMERSET RETIREMENT VILLAGE, KENEPURU",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"4 Chapel Drive, 5022 Kenepuru",True,1,False,Unlimited,False,-41.1456647036878,174.839828042992,AC,12/20/2022 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,0ac14e12-476e-4ba6-8e42-732d804336bb,1754394.81323127,5443441.2185311
175383,WALTER NASH STADIUM,MERIDIAN ENERGY LIMITED,HUTT CITY COUNCIL,"14 Tocker Street, Taitā 5011",True,1,False,120,False,-41.1790152542272,174.959709115081,Mixed,12/22/2022 12:00:00 AM,8,"{DC, 24 kW, Type 1 CCS, Status: Operative, Count:3},{DC, 24 kW, CHAdeMO, Status: Operative, Count:3},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",True,8079d96f-5d1e-4d17-81ef-0405f502962d,1764372.13030384,5439519.02115495
175384,KILBIRNIE RECREATION CENTRE,MERIDIAN ENERGY LIMITED,WELLINGTON CITY COUNCIL,"101 Kilbirnie Crescent, Wellington 6022",True,1,False,120,False,-41.3161198784316,174.794165299353,DC,2/13/2023 12:00:00 AM,4,"{DC, 24 kW, Type 1 CCS, Status: Operative, Count:2},{DC, 24 kW, CHAdeMO, Status: Operative, Count:2}",True,502dfd49-6f9b-4272-9ff3-b00e7c1d732d,1750172.00853092,5424597.06917163
175385,"SUMMERSET RETIREMENT VILLAGE, ELLERSLIE",MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"8 Harrison Road, 1060 Auckland",True,1,False,Unlimited,False,-36.9004552062928,174.826649839262,AC,12/20/2022 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,da6e5dfc-f6dc-4098-8bd9-a98a06bd574d,1762747.50965931,5914612.38586907
175386,HORORATA GOLF CLUB,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"2597 Homebush Road, 7673 Glentunnel",True,1,False,Unlimited,False,-43.4813932101758,171.940363443353,AC,7/26/2022 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,6ff0d6c3-8917-45fd-a40b-8b712fda8555,1514307.82500462,5185179.75044992
175387,INVERCARGILL CENTRAL,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"1 Dee Street, 9810 Invercargill",False,1,False,Unlimited,False,-46.4127862776574,168.347733378184,AC,8/8/2022 12:00:00 AM,6,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:6}",True,cc878b3d-d0f9-45c6-9616-11d73fcecbf0,1242471.6096416,4849562.39636687
175388,NAIRNVILLE RECREATION CENTRE,MERIDIAN ENERGY LIMITED,WELLINGTON CITY COUNCIL,"0 Corner of Cockayne and Lucknow Terrace, Khandallah 6035",True,1,False,120,False,-41.2495654941976,174.786636094162,DC,9/12/2022 12:00:00 AM,4,"{DC, 24 kW, Type 1 CCS, Status: Operative, Count:2},{DC, 24 kW, CHAdeMO, Status: Operative, Count:2}",True,a1de4d13-c880-441e-a591-5ef5bbf3ff65,1749693.85391315,5431999.07901356
175389,MEVO QUEENS WHARF LOBSTER LOOS,MERIDIAN ENERGY LIMITED,MEVO LIMITED,"59 Customhouse Quay, 6011 Wellington Central",True,1,False,Unlimited,False,-41.2838133569664,174.778491397101,AC,4/4/2023 12:00:00 AM,1,"{AC, 10 kW, Type 2 Socketed, Status: Operative, Count:1}",False,097c3153-d319-4ab8-a39c-8c65416f66c5,1748933.54920529,5428210.82662498
175390,CARTERTON EVENTS CENTRE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"80 Holloway Street, 5713 Carterton",True,1,False,Unlimited,False,-41.0258248162195,175.529241507129,AC,1/27/2023 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,12c0f047-72de-46b3-a356-32bea2979832,1812639.71878987,5455294.34978959
175391,WAINUIOMATA HUB,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"1 Queen Street, 5014 Wainuiomata",True,1,False,Unlimited,False,-41.2618491061729,174.946188284966,AC,8/18/2022 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,5ee2e0d7-2945-43bc-8e58-bc13d2865d43,1763032.07759968,5430348.07924156
175392,WEST MELTON COMMUNITY AND RECREATION CENTRE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"1163 West Coast Road, 7671 West Melton",True,1,False,Unlimited,False,-43.5241444939057,172.366273331707,AC,5/23/2023 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,abe1e505-a3d2-4a99-b576-4dd90cc10210,1548787.15791415,5180782.12470301
175393,AVALON HUB,MERIDIAN ENERGY LIMITED,HUTT CITY COUNCIL,"2 Fairway Drive, 5011 Avalon",True,1,False,120,False,-41.1941515421584,174.932039315211,Mixed,4/21/2023 12:00:00 AM,14,"{DC, 24 kW, Type 1 CCS, Status: Operative, Count:4},{DC, 24 kW, CHAdeMO, Status: Operative, Count:4},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4},{DC, 75 kW, Type 1 CCS, Status: Operative, Count:2}",True,f0ea98f7-cbc3-40dd-879e-af7117ba8e01,1762013.85545893,5437890.48513782
175394,CRITERION LANE CARPARK,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"837 Fergusson Drive, 5018 Upper Hutt Central",True,1,False,180,False,-43.5241444939057,172.366273331707,AC,6/27/2023 12:00:00 AM,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",True,0d89cdc6-8a4e-45a1-8e3a-d9b5452d18a2,1548787.15791415,5180782.12470301
175395,Hobsonville,ChargeNet NZ,ChargeNet NZ,"120 Hobsonville Rd, Auckland 0618, New Zealand",True,1,False,Unlimited,False,-36.79874,174.645674,DC,12/12/2020 12:00:00 AM,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,45a06b73-2641-4899-9ecf-c42bb540a240,1746816.37326064,5926190.49567662
175396,Birkenhead,ChargeNet NZ,ChargeNet NZ,"180 Mokoia Rd, Auckland 0626, New Zealand",True,1,False,Unlimited,False,-36.811613,174.712653,DC,10/23/2020 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,7dd97cf9-ce8a-493c-b1ea-7922e8c4d243,1752766.71970816,5924657.37926571
175397,Westgate,ChargeNet NZ,ChargeNet NZ,"Tawhia Dr, Auckland 0814, New Zealand",True,1,False,Unlimited,False,-36.819835,174.608373,DC,5/26/2021 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,54e89b2f-54d9-4625-9424-3b72188c4058,1743448.99517424,5923906.79604697
175398,Devonport,ChargeNet NZ,ChargeNet NZ,"Clarence St, Auckland 0624, New Zealand",True,1,False,Unlimited,False,-36.830041,174.796572,DC,4/7/2021 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,e2fc54c3-db8f-4b34-8a6d-13d189a358b4,1760214.44842455,5922475.46807142
175399,Whitianga,ChargeNet NZ,ChargeNet NZ,"4 Lee St, Whitianga 3510, New Zealand",True,1,False,Unlimited,False,-36.834533,175.703773,DC,11/2/2017 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,ff18d9b8-c3d4-4a72-a2fa-6346a497d35a,1841116.76405835,5920071.04736155
175400,Downtown Carpark,ChargeNet NZ,ChargeNet NZ,"31 Customs Street West, Auckland 1010, NZ",False,1,True,Unlimited,False,-36.84389,174.764115,AC,4/28/2018 12:00:00 AM,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:6}",False,db76a7db-8e7c-4b84-aff6-d6f758aa9852,1757291.36869173,5920992.92468529
175401,Fanshawe St Carpark,ChargeNet NZ,ChargeNet NZ,"72-100 Fanshawe St, Auckland 1010, NZ",False,1,True,Unlimited,False,-36.84591,174.759627,AC,2/25/2019 12:00:00 AM,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:6}",False,5bb812dc-6acb-4672-8f33-62a8a6970e0f,1756887.04707725,5920776.1969773
175402,Pompallier Tce,ChargeNet NZ,ChargeNet NZ,"2 Pompallier Terrace, Auckland 1011, NZ",True,1,True,Unlimited,False,-36.848587,174.74321,AC,12/16/2018 12:00:00 AM,3,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:3}",False,983679f3-73a9-4ef8-8c92-9346144fda9b,1755417.77035517,5920506.03912362
175403,Victoria St Car Park,ChargeNet NZ,ChargeNet NZ,"30 Kitchener Street, Auckland 1010, NZ",False,1,True,Unlimited,False,-36.84904,174.766916,AC,4/28/2018 12:00:00 AM,3,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:3}",False,bf79c38a-b253-4155-a725-2e39ace79e17,1757530.56313783,5920416.93983309
175404,Civic Car Park,ChargeNet NZ,ChargeNet NZ,"Greys Ave & Mayoral Drive, Auckland 1010, NZ",False,1,True,Unlimited,False,-36.852916,174.762406,AC,4/28/2018 12:00:00 AM,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:5},{AC, 7 kW, Type 2 Socketed, Status: Inoperative, Count:1}",False,69648173-87fd-4a4b-852d-4e6a6ebe077f,1757120.49964245,5919994.34563126
175405,Lincoln Road,ChargeNet NZ,ChargeNet NZ,"202-224 Lincoln Rd, Auckland 0610, New Zealand",True,1,False,Unlimited,False,-36.857592,174.629729,DC,12/13/2017 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,2d5d87ec-f75e-47b2-a87f-32639378e3fe,1745282.40120592,5919685.65529729
175406,Eastridge,ChargeNet NZ,ChargeNet NZ,"209 Kepa Rd, Mission Bay 1070, New Zealand",True,1,False,Unlimited,False,-36.860782,174.828352,DC,3/26/2020 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,13d5b490-edc6-448f-8328-0a197c59ad2c,1762983.50549434,5919011.10170218
175407,Grey Lynn,ChargeNet NZ,Quattro Motors Ltd,"150 Great North Rd, Auckland 1245, NZ",True,1,True,Unlimited,False,-36.862698,174.749353,Mixed,10/12/2020 12:00:00 AM,5,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Unknown, Count:1},{DC, 50 kW, CHAdeMO, Status: Unknown, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Unknown, Count:1}",True,5a07fbf1-dfd5-41eb-bf20-312e25235c91,1755936.82525945,5918930.47703103
175408,Symonds St,ChargeNet NZ,ChargeNet NZ,"226-228 Symonds St, Auckland 1010, NZ",True,1,True,Unlimited,False,-36.864889,174.760944,AC,6/14/2019 12:00:00 AM,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4},{AC, 7 kW, Type 2 Socketed, Status: Inoperative, Count:2}",False,14650d4b-8e7b-4b55-96e6-41d47a588e04,1756965.65202991,5918668.40048357
175409,Pilkington Rd,ChargeNet NZ,ChargeNet NZ,"28-30 Pilkington Rd, Auckland 1072, NZ",True,1,True,Unlimited,False,-36.897982,174.853434,AC,1/14/2019 12:00:00 AM,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4},{AC, 7 kW, Type 2 Socketed, Status: Inoperative, Count:2}",False,e72bf6ef-8450-4989-8e48-c1a9c369cca4,1765139.43980783,5914840.74671208
175410,Mt Roskill,ChargeNet NZ,ChargeNet NZ,"53 May Rd, Auckland 1041, New Zealand",True,1,False,Unlimited,False,-36.908289,174.735404,DC,11/21/2019 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,f3107e3c-b379-4302-83d9-f5477fc3339d,1754601.32405077,5913895.0551926
175411,McCrae Way Carpark,ChargeNet NZ,ChargeNet NZ,"McCrae Way, Auckland 0600, NZ",False,1,True,Unlimited,False,-36.9094,174.682974,AC,9/13/2018 12:00:00 AM,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:5},{AC, 7 kW, Type 2 Socketed, Status: Inoperative, Count:1}",False,ca70eb70-ace0-4033-93fe-7573e4786fc2,1749927.95246224,5913855.50282445
175412,New Lynn,ChargeNet NZ,ChargeNet NZ,"2/6 Crown Lynn Place, Auckland 0600, New Zealand",True,1,False,Unlimited,False,-36.90989,174.685797,DC,4/16/2023 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,6d35de4b-c0bc-454a-a24f-93d6db79ddc3,1750178.4992962,5913796.69807007
175413,Highbrook,ChargeNet NZ,Goodman Nominee (NZ) Ltd,"Wilson Carpark - 60 Highbrook drive, Auckland 2013, New Zealand",True,1,True,Unlimited,False,-36.937812,174.874649,DC,5/18/2022 12:00:00 AM,2,"{DC, 150 kW, Type 2 CCS, Status: Operative, Count:2}",True,3dfc153d-1c6e-48e6-beda-9f08ae2fff43,1766942.98744456,5910384.73329498
175414,Hello Stranger Cafe,ChargeNet NZ,Howick Village Cafe,"27a Smales Road, Auckland 2013, New Zealand",True,1,True,Unlimited,False,-36.943471,174.900477,Mixed,,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 43 kW, Type 2 Tethered, Status: Operative, Count:1}",True,eeafe2f9-1e26-4b37-9d1d-5e807a2adc63,1769230.76058381,5909711.31431684
175415,Manukau,ChargeNet NZ,ChargeNet NZ,"6 Cavendish Drive, Auckland 2104, New Zealand",True,1,False,Unlimited,False,-36.988096,174.879214,DC,7/24/2019 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,875dcfc2-3540-4f3c-a1a1-b694a4df0593,1767239.48844069,5904797.75549103
175416,Ronwood Ave Carpark,ChargeNet NZ,ChargeNet NZ,"Cnr Ronwood and Davies Ave, Auckland 2104, NZ",False,1,True,Unlimited,False,-36.990584,174.878031,AC,6/17/2018 12:00:00 AM,6,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:6}",False,fcaa9e60-accd-4e0a-9e20-ab9415d45385,1767128.75168855,5904523.79057771
175417,Amble + Birch Café,ChargeNet NZ,Goodman Nominee (NZ) Ltd,"Amble & Birch - 88 Plunket Avenue, Auckland 2104, New Zealand",True,1,True,Unlimited,False,-36.995059,174.866428,DC,3/2/2022 12:00:00 AM,2,"{DC, 150 kW, Type 2 CCS, Status: Operative, Count:2}",True,810e6ec6-5286-4f30-8746-ed35bcc8d1a1,1766086.34618746,5904047.60211779
175418,Tairua,ChargeNet NZ,ChargeNet NZ,"6 Tokoroa Rd, Tairua 3508, New Zealand",True,1,False,Unlimited,False,-37.000794,175.850207,DC,5/4/2017 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,44481534-948d-42b1-9a51-648b76804003,1853626.65958124,5901241.19610483
175419,Takanini,ChargeNet NZ,ChargeNet NZ,"345 Great South Rd, Takanini 2112, NZ",True,1,False,Unlimited,False,-37.053386,174.931804,DC,6/14/2018 12:00:00 AM,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,79d9254c-029b-4be3-ab4e-6dd9af563357,1771773.07544763,5897460.06343529
175420,Thames,ChargeNet NZ,ChargeNet NZ,"505 Mackay Street, Thames 3500, New Zealand",True,1,False,Unlimited,False,-37.139161,175.543117,DC,9/1/2016 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,84d5cd20-b89d-4d1a-abae-e65b9e0961d1,1825883.79287959,5886662.10636456
175421,Bombay HPC,ChargeNet NZ,ChargeNet NZ,"Mill Rd, Bombay 1010, NZ",True,1,False,Unlimited,False,-37.192743,174.983637,DC,8/7/2020 12:00:00 AM,6,"{DC, 300 kW, Type 2 CCS, Status: Operative, Count:4},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",True,2cb5a288-6cc4-4eb4-b717-d1bd3265e617,1776059.28019077,5881902.93918007
175422,Whangamata,ChargeNet NZ,ChargeNet NZ,"100 Hetherington Rd, Whangamata 3620, New Zealand",True,1,False,Unlimited,False,-37.203677,175.873856,DC,12/12/2017 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,900f9055-e386-40ab-9d25-e9b0829f5569,1855049.75150879,5878663.23334166
175423,Waihi,ChargeNet NZ,ChargeNet NZ,"35 Kenny Street, Waihi 3610, NZ",True,1,False,Unlimited,False,-37.393211,175.839003,DC,3/30/2018 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,a8294fa6-3409-4b3d-beff-62b1fd24384e,1851323.84965418,5857722.97392288
175424,Te Araroa,ChargeNet NZ,Firstlight Network Ltd,"20 Rata St, Te Araroa 4082, New Zealand",True,1,False,Unlimited,False,-37.63379,178.369254,DC,6/6/2018 12:00:00 AM,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,46b5e75e-07f7-40a9-aa6a-864406c6c8d6,2073918.21571708,5821233.79783583
175425,Morrinsville,ChargeNet NZ,ChargeNet NZ,"79/89-97 Thames St, Morrinsville 3300, NZ",True,1,False,Unlimited,False,-37.660023,175.521991,DC,10/9/2018 12:00:00 AM,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,5db0583e-e458-4252-b69e-a8f3cdbd581e,1822460.76055733,5828912.59214911
175426,Farmer Autovillage,ChargeNet NZ,Farmer Autovillage,"44 Maru Street, Mount Maunganui 3116, New Zealand",True,1,True,Unlimited,False,-37.66514,176.19705,DC,11/3/2021 12:00:00 AM,2,"{DC, 175 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 175 kW, CHAdeMO, Status: Operative, Count:1}",True,908600a9-c389-4fa4-aadd-177b8ffd18ba,1882001.36632293,5826526.97260292
175427,Bayfair,ChargeNet NZ,ChargeNet NZ,"19 Girven Road, Tauranga 3116, New Zealand",True,1,False,Unlimited,False,-37.674986,176.224327,DC,3/3/2016 12:00:00 AM,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,dad021fa-6ff3-40af-89ea-bb4acf1b02c9,1884370.40457955,5825351.66441579
